"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-01-17T19:10:41Z"
"Version","20230117191041"
"OfferCode","AmazonChimeBusinessCalling"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","FromCountry","messagetype","NumberType","Region Code","serviceName","ToCountry"
"H9Z5AYG2JZMMMK6X","JRTCKXETXF","H9Z5AYG2JZMMMK6X.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Luxembourg","2021-02-01","0","Inf","minutes","0.0674600000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-LU-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Luxembourg"
"HBMWUKZJNNEQMCVX","JRTCKXETXF","HBMWUKZJNNEQMCVX.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Guyana to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GY-US-sms-message-Received","","Guyana","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"HG55P69SCYZVMDGR","JRTCKXETXF","HG55P69SCYZVMDGR.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Central African Republic to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CF-US-sms-message-Received","","Central African Republic","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"HGK3QP6THMC26XHT","JRTCKXETXF","HGK3QP6THMC26XHT.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Ivory Coast to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CI-US-sms-message-Received","","Ivory Coast","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"HGTUVNSPX6XS7MEB","JRTCKXETXF","HGTUVNSPX6XS7MEB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for KP-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-KP-US-sms-message-Received","","North Korea","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"HJHZJ6BKFQCDU7JD","JRTCKXETXF","HJHZJ6BKFQCDU7JD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for AX-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AX-US-sms-message-Received","","Aland Islands","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"HMUX5KK2AYH336RN","JRTCKXETXF","HMUX5KK2AYH336RN.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Cambodia","2021-02-01","0","Inf","minutes","0.1272000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-KH-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Cambodia"
"HQAR5KD7Z9RNPG56","JRTCKXETXF","HQAR5KD7Z9RNPG56.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Iceland","2021-02-01","0","Inf","minutes","0.0508500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-IS-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Iceland"
"HZBPJWU6PAVCRE7U","JRTCKXETXF","HZBPJWU6PAVCRE7U.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Hong Kong","2021-02-01","0","Inf","minutes","0.0789600000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-HK-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Hong Kong"
"J48RZUVK9GV4G6W3","JRTCKXETXF","J48RZUVK9GV4G6W3.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Ecuador","2021-02-01","0","Inf","minutes","0.4927500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-EC-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Ecuador"
"J4PQ854KQ9KZDQY4","JRTCKXETXF","J4PQ854KQ9KZDQY4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for AC-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AC-US-sms-message-Received","","Ascension Island","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"J64PTSYGBK8C7GH9","JRTCKXETXF","J64PTSYGBK8C7GH9.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Cook Islands to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CK-US-sms-message-Received","","Cook Islands","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"J6V5RPPXSGKPG3UX","JRTCKXETXF","J6V5RPPXSGKPG3UX.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Ethiopia","2021-02-01","0","Inf","minutes","0.4789500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-ET-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Ethiopia"
"JCUKEGNAKCXYW2RE","JRTCKXETXF","JCUKEGNAKCXYW2RE.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Cambodia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-KH-US-sms-message-Received","","Cambodia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"JH36NY9FDRQQK5W6","JRTCKXETXF","JH36NY9FDRQQK5W6.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Belarus to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BY-US-sms-message-Received","","Belarus","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"JKPAYMKRNC7MN8F4","JRTCKXETXF","JKPAYMKRNC7MN8F4.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Ecuador to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-EC-US-sms-message-Received","","Ecuador","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"JN9FK9JDNRFAZUEF","JRTCKXETXF","JN9FK9JDNRFAZUEF.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Andorra","2021-02-01","0","Inf","minutes","0.3612000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-AD-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Andorra"
"JQ7B289PYM9Z5WWB","JRTCKXETXF","JQ7B289PYM9Z5WWB.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Burkina Faso to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BF-US-sms-message-Received","","Burkina Faso","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"JTZ3Y9P4XZ4PFMZ9","JRTCKXETXF","JTZ3Y9P4XZ4PFMZ9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Indonesia","2021-02-01","0","Inf","minutes","0.1095000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-ID-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Indonesia"
"JUW9J7FJAU3Q5QEX","JRTCKXETXF","JUW9J7FJAU3Q5QEX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for XK-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-XK-US-sms-message-Received","","Kosovo","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"JXTNWPC628XRFDBE","JRTCKXETXF","JXTNWPC628XRFDBE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Guam","2021-02-01","0","Inf","minutes","0.0397500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-GU-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Guam"
"K27BNQ9ZE4JD7RC2","JRTCKXETXF","K27BNQ9ZE4JD7RC2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Latvia","2021-02-01","0","Inf","minutes","0.1834000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-LV-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Latvia"
"K2STTYTNY8ZBGYDB","JRTCKXETXF","K2STTYTNY8ZBGYDB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Argentina","2021-02-01","0","Inf","minutes","0.4271100000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-AR-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Argentina"
"K6KC2KSDJXWE5EPB","JRTCKXETXF","K6KC2KSDJXWE5EPB.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from French Guiana to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GF-US-sms-message-Received","","French Guiana","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"K8N5VB5QGZ3E8AHB","JRTCKXETXF","K8N5VB5QGZ3E8AHB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Martinique","2021-02-01","0","Inf","minutes","0.2091000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MQ-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Martinique"
"K8NPG5T82BYGJU6S","JRTCKXETXF","K8NPG5T82BYGJU6S.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Fiji to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-FJ-US-sms-message-Received","","Fiji","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"K9UAVAE88Z6VFBVT","JRTCKXETXF","K9UAVAE88Z6VFBVT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for IM-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-IM-US-sms-message-Received","","Isle of Man","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"KBSB8EZXT6F9MJ5W","JRTCKXETXF","KBSB8EZXT6F9MJ5W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for GG-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GG-US-sms-message-Received","","Guernsey","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"KE4ZJDAG86BUBNR8","JRTCKXETXF","KE4ZJDAG86BUBNR8.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Andorra to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AD-US-sms-message-Received","","Andorra","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"KEM3NX6RG5H35XPZ","JRTCKXETXF","KEM3NX6RG5H35XPZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Macao","2021-02-01","0","Inf","minutes","0.2073000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MO-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Macao"
"KU5CV95Y398P6VFV","JRTCKXETXF","KU5CV95Y398P6VFV.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Guyana","2021-02-01","0","Inf","minutes","0.6073500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-GY-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Guyana"
"KZM2QJB2SUTB7AFY","JRTCKXETXF","KZM2QJB2SUTB7AFY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for MF-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-MF-US-sms-message-Received","","Saint-Martin (French part)","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"M563WZY8QEDX7EHD","JRTCKXETXF","M563WZY8QEDX7EHD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to China","2021-02-01","0","Inf","minutes","0.0312000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-CN-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","China"
"M5R9G437GTB8K57D","JRTCKXETXF","M5R9G437GTB8K57D.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Cayman Islands to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-KY-US-sms-message-Received","","Cayman Islands","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"M76ZQFJYVY43H48B","JRTCKXETXF","M76ZQFJYVY43H48B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for VE-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-VE-US-sms-message-Received","","Venezuela","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"M9Y2U6GCHXQA9DW6","JRTCKXETXF","M9Y2U6GCHXQA9DW6.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Jamaica","2021-02-01","0","Inf","minutes","0.4905000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-JM-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Jamaica"
"MBESWMNW8AGHWEU5","JRTCKXETXF","MBESWMNW8AGHWEU5.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Germany to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-DE-US-sms-message-Received","","Germany","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"MC76D8E2KZQDYGDG","JRTCKXETXF","MC76D8E2KZQDYGDG.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Honduras to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-HN-US-sms-message-Received","","Honduras","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"MC8VZM6HR8J83MSD","JRTCKXETXF","MC8VZM6HR8J83MSD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Hungary","2021-02-01","0","Inf","minutes","0.0920000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-HU-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Hungary"
"MEBHY2NYR9PVHUS4","JRTCKXETXF","MEBHY2NYR9PVHUS4.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Falkland Islands (Malvinas) to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-FK-US-sms-message-Received","","Falkland Islands (Malvinas)","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"MEM7TNBR6F3SNXX9","JRTCKXETXF","MEM7TNBR6F3SNXX9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0048 per minutes for US-VI-outbound-minutes in US East (N. Virginia)","2021-02-01","0","Inf","minutes","0.0048000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-VI-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Virgin Islands"
"MPPPTCS2MPVTYTYC","JRTCKXETXF","MPPPTCS2MPVTYTYC.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from British Virgin Islands to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-VG-US-sms-message-Received","","British Virgin Islands","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"MQ5EHBKPF7EC3B4M","JRTCKXETXF","MQ5EHBKPF7EC3B4M.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Antigua and Barbuda to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AG-US-sms-message-Received","","Antigua and Barbuda","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"MUWSYBMGYSHA7XNG","JRTCKXETXF","MUWSYBMGYSHA7XNG.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Brazil to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BR-US-sms-message-Received","","Brazil","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"MW8BW7NHBPC2EYAX","JRTCKXETXF","MW8BW7NHBPC2EYAX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for SJ-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-SJ-US-sms-message-Received","","Svalbard and Jan Mayen Islands","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"MX4UC9ZGFZ3Z3QZ6","JRTCKXETXF","MX4UC9ZGFZ3Z3QZ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Ireland","2021-02-01","0","Inf","minutes","0.0289100000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-IE-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Ireland"
"MY7X7VTXQ3ER4XV5","JRTCKXETXF","MY7X7VTXQ3ER4XV5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for MP-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-MP-US-sms-message-Received","","Northern Mariana Islands","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"N7X5K9JVQC3QFDW7","JRTCKXETXF","N7X5K9JVQC3QFDW7.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Belgium to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BE-US-sms-message-Received","","Belgium","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"N85MHAWKTJFN9ENG","JRTCKXETXF","N85MHAWKTJFN9ENG.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Peru","2021-02-01","0","Inf","minutes","0.0645500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-PE-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Peru"
"NGCG3HZ99RPVDZKD","JRTCKXETXF","NGCG3HZ99RPVDZKD.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Cameroon to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CM-US-sms-message-Received","","Cameroon","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"NHV68PVKMEZWR7GK","JRTCKXETXF","NHV68PVKMEZWR7GK.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Djibouti to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-DJ-US-sms-message-Received","","Djibouti","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"NJZ6A5NMN8MR4XSB","JRTCKXETXF","NJZ6A5NMN8MR4XSB.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from France to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-FR-US-sms-message-Received","","France","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"NQ4TS3SAUCWCZGNS","JRTCKXETXF","NQ4TS3SAUCWCZGNS.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Belgium","2021-02-01","0","Inf","minutes","0.1575000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-BE-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Belgium"
"NR4CEUY4JV73VUHY","JRTCKXETXF","NR4CEUY4JV73VUHY.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Bahamas to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BS-US-sms-message-Received","","Bahamas","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"NR5NQTR2T82FYXY9","JRTCKXETXF","NR5NQTR2T82FYXY9.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Turkey","2021-02-01","0","Inf","minutes","0.4301800000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-TR-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Turkey"
"NU47SGWDK2337HK2","JRTCKXETXF","NU47SGWDK2337HK2.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Bulgaria to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BG-US-sms-message-Received","","Bulgaria","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"NXRJZVN5BACDV27H","JRTCKXETXF","NXRJZVN5BACDV27H.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Iraq to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-IQ-US-sms-message-Received","","Iraq","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"NY3XU6V3478JAV3E","JRTCKXETXF","NY3XU6V3478JAV3E.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Haiti to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-HT-US-sms-message-Received","","Haiti","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
