SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Availability,Storage Class,Volume Type,Fee Code,Fee Description,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,Durability,From Region Code,Overhead,Region Code,serviceName,To Region Code
P5KY7JQH5TSKWVBX,JRTCKXETXF,P5KY7JQH5TSKWVBX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB - Standard Select Data Returned Bytes,2025-05-01,0,Inf,GB,0.0100000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Standard-Select-Scanned,Fee for Select Data Scanned using Standard tier,,,,,,,,Std-Select-Returned-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
PGJ6CQV6AFUUNQTU,JRTCKXETXF,PGJ6CQV6AFUUNQTU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per 1,000 - Bulk Glacier requests,2025-05-01,0,Inf,Requests,0.0000000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier5,Bulk Glacier Restore Requests,,,,,,Requests-Tier5,,,,,us-east-1,Amazon Simple Storage Service,
PUNJ7EB49XYZU3SH,JRTCKXETXF,PUNJ7EB49XYZU3SH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per GB for Standard-Retrieval-Bytes:IntDAARestoreObject in US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,INT-DAA-RestoreObject,Standard INT Retrieval,,,,,,USE1-Standard-Retrieval-Bytes,IntDAARestoreObject,,,,us-east-1,Amazon Simple Storage Service,
PWNMYRK4GT93REV7,JRTCKXETXF,PWNMYRK4GT93REV7.JRTCKXETXF.E4EFPBSQ6U,OnDemand,$0.20 per MM objects per monthfor the first 25B objects for Storage Lens to US East (N. Virginia),2025-05-01,0,25000000000,Objects,0.0000002000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-StorageLens,Per object fee for objects included in Storage Lens,,,,,,,,USE1-StorageLens-ObjCount,StorageLens,,,,us-east-1,Amazon Simple Storage Service,
PWNMYRK4GT93REV7,JRTCKXETXF,PWNMYRK4GT93REV7.JRTCKXETXF.VZVC66HZSM,OnDemand,$0.16 per MM objects per month for 25B to 100B objects for Storage Lens to US East (N. Virginia),2025-05-01,25000000000,100000000000,Objects,0.0000001600,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-StorageLens,Per object fee for objects included in Storage Lens,,,,,,,,USE1-StorageLens-ObjCount,StorageLens,,,,us-east-1,Amazon Simple Storage Service,
PWNMYRK4GT93REV7,JRTCKXETXF,PWNMYRK4GT93REV7.JRTCKXETXF.WQM8VUGNUA,OnDemand,$0.12 per MM objects per month for 100B+ objects for Storage Lens to US East (N. Virginia),2025-05-01,100000000000,Inf,Objects,0.0000001200,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-StorageLens,Per object fee for objects included in Storage Lens,,,,,,,,USE1-StorageLens-ObjCount,StorageLens,,,,us-east-1,Amazon Simple Storage Service,
PX7MJPEPQ9F6G3FY,JRTCKXETXF,PX7MJPEPQ9F6G3FY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to US East (Ohio),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,US East (Ohio),AWS Region,USE2-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,us-east-2
PZX3U3MQEFBC6NPY,JRTCKXETXF,PZX3U3MQEFBC6NPY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Malaysia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Malaysia),AWS Region,USE1-APS7-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-southeast-5
Q3B9XE3Y9DN3W7D6,JRTCKXETXF,Q3B9XE3Y9DN3W7D6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Canada (Central),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Canada (Central),AWS Region,CAN1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ca-central-1
Q7Y94K9BR6XC4SJH,JRTCKXETXF,Q7Y94K9BR6XC4SJH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer In for Replication Time Control to Mexico (Central),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Mexico (Central),AWS Region,MXC1-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,mx-central-1
Q8UHH97856JSTGFA,JRTCKXETXF,Q8UHH97856JSTGFA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per 10,000 GET and all other requests  to One Zone-Infrequent Access,2025-05-01,0,Inf,Requests,0.0000010000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-ZIA-Tier2,GET and all other requests to One Zone-Infrequent Access,,,,,,Requests-ZIA-Tier2,,,,,us-east-1,Amazon Simple Storage Service,
QDPJGSQJWB3BCC7E,JRTCKXETXF,QDPJGSQJWB3BCC7E.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Sydney),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Sydney),AWS Region,USE1-APS2-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-southeast-2
QGKKR9QXMM9CS4AB,JRTCKXETXF,QGKKR9QXMM9CS4AB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Asia Pacific (Singapore) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Singapore),AWS Region,US East (N. Virginia),AWS Region,USE1-APS1-MRAP-In-Bytes,MRAP-Dtransfer,,ap-southeast-1,,,Amazon Simple Storage Service,us-east-1
QHJC5EU4K94YJBYF,JRTCKXETXF,QHJC5EU4K94YJBYF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Mexico (Central) Data Transfer In for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Mexico (Central),AWS Region,US East (N. Virginia),AWS Region,USE1-MXC1-S3RTC-In-Bytes,,,mx-central-1,,,Amazon Simple Storage Service,us-east-1
QP7TRQVACWFWF76K,JRTCKXETXF,QP7TRQVACWFWF76K.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per GB for S3-DT-InterRegion Outbound,2025-05-01,0,Inf,GB,0.0000000000,USD,Data Transfer,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Amazon CloudFront,AWS Edge Location,USE1-CloudFront-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,
QPTUUKWAEAGA3R27,JRTCKXETXF,QPTUUKWAEAGA3R27.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per GB - Expedited Select Data Returned Bytes,2025-05-01,0,Inf,GB,0.0300000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Expedited-Select-Scanned,Fee for Select Data Scanned using Expedited tier,,,,,,,,Exp-Select-Returned-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
QQ3DZESHSYXX4HVR,JRTCKXETXF,QQ3DZESHSYXX4HVR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - EU (Stockholm) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,EU (Stockholm),AWS Region,US East (N. Virginia),AWS Region,USE1-EUN1-MRAP-In-Bytes,MRAP-Dtransfer,,eu-north-1,,,Amazon Simple Storage Service,us-east-1
QQG2ZGZWREHDWSAK,JRTCKXETXF,QQG2ZGZWREHDWSAK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Frankfurt),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,EU (Frankfurt),AWS Region,USE1-EUC1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-central-1
QRYFKTJNR4GNKYNZ,JRTCKXETXF,QRYFKTJNR4GNKYNZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - EU (Paris) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,EU (Paris),AWS Region,US East (N. Virginia),AWS Region,EUW3-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,eu-west-3,,,Amazon Simple Storage Service,us-east-1
QSWSH7S7CXF7DQ58,JRTCKXETXF,QSWSH7S7CXF7DQ58.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - South America (Sao Paulo) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,South America (Sao Paulo),AWS Region,US East (N. Virginia),AWS Region,USE1-SAE1-MRAP-In-Bytes,MRAP-Dtransfer,,sa-east-1,,,Amazon Simple Storage Service,us-east-1
QWQS66QW8DACXQD2,JRTCKXETXF,QWQS66QW8DACXQD2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0025 per GB Bulk retrieval fee from Glacier Deep Archive in US East (N. Virginia),2025-05-01,0,Inf,GB,0.0025000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Bulk-Retrieval,Fee for Bulk Retrieval of data stored from Glacier Deep Archive,,,,,,,,Bulk-Retrieval-Bytes,DeepArchiveRestoreObject,,,,us-east-1,Amazon Simple Storage Service,
R7F29KQC9X9UY5E9,JRTCKXETXF,R7F29KQC9X9UY5E9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Canada (Central) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Canada (Central),AWS Region,US East (N. Virginia),AWS Region,CAN1-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,ca-central-1,,,Amazon Simple Storage Service,us-east-1
R93X67H8UZAGAUNE,JRTCKXETXF,R93X67H8UZAGAUNE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Asia Pacific (Seoul) InterRegion Outbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Seoul),AWS Region,US East (N. Virginia),AWS Region,APN2-USE1-MRAP-Out-Bytes,MRAP-Dtransfer,,ap-northeast-2,,,Amazon Simple Storage Service,us-east-1
RG9ER6XMEFUPM3N7,JRTCKXETXF,RG9ER6XMEFUPM3N7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Asia Pacific (Osaka) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Osaka),AWS Region,US East (N. Virginia),AWS Region,USE1-APN3-MRAP-In-Bytes,MRAP-Dtransfer,,ap-northeast-3,,,Amazon Simple Storage Service,us-east-1
RK8H9YTPX6PK2KKW,JRTCKXETXF,RK8H9YTPX6PK2KKW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Osaka),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Asia Pacific (Osaka),AWS Region,APN3-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-northeast-3
RKJSTFAD8AKVBCM6,JRTCKXETXF,RKJSTFAD8AKVBCM6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Israel (Tel Aviv) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Israel (Tel Aviv),AWS Region,US East (N. Virginia),AWS Region,USE1-ILC1-S3RTC-In-Bytes,,,il-central-1,,,Amazon Simple Storage Service,us-east-1
RNUSSDHRCET3PA8G,JRTCKXETXF,RNUSSDHRCET3PA8G.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (London),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,EU (London),AWS Region,USE1-EUW2-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-west-2
RRMCKB776R83ZFX4,JRTCKXETXF,RRMCKB776R83ZFX4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 CreateAGLocation requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-CreateAGLocation,,,,,,Requests-Tier8,CreateAGLocation,,,,us-east-1,Amazon Simple Storage Service,
RRWSNFUSVR3USKWU,JRTCKXETXF,RRWSNFUSVR3USKWU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Canada West (Calgary) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Canada West (Calgary),AWS Region,US East (N. Virginia),AWS Region,USE1-CAN2-S3RTC-In-Bytes,,,ca-west-1,,,Amazon Simple Storage Service,us-east-1
RWFBVGMQR3SY34J8,JRTCKXETXF,RWFBVGMQR3SY34J8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB - Standard retrieval fee,2025-05-01,0,Inf,GB,0.0100000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Standard-Retrieval,Fee for Standard Retrieval of data stored,,,,,,,,Standard-Retrieval-Bytes,RestoreObject,,,,us-east-1,Amazon Simple Storage Service,
RX66S3KERGV4YBS4,JRTCKXETXF,RX66S3KERGV4YBS4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per GB for S3-DT-AWS Inbound,2025-05-01,0,Inf,GB,0.0000000000,USD,Data Transfer,AmazonS3,,,,,,,,,,AWS Inbound,External,Other,US East (N. Virginia),AWS Region,DataTransfer-In-Bytes,,,,,,Amazon Simple Storage Service,us-east-1
RYYTS5ZVVDHWE4WC,JRTCKXETXF,RYYTS5ZVVDHWE4WC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per GB for S3-DT-AWS Outbound,2025-05-01,0,Inf,GB,0.0000000000,USD,Data Transfer,AmazonS3,,,,,,,,,,AWS Outbound,US East (N. Virginia),AWS Region,External,Other,DataTransfer-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,
SR3P2PZJZP8MV29A,JRTCKXETXF,SR3P2PZJZP8MV29A.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Stockholm),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,EU (Stockholm),AWS Region,USE1-EUN1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-north-1
SSXYP39GN4WZNV4H,JRTCKXETXF,SSXYP39GN4WZNV4H.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0 per API Requests for Requests-INT-DAA-Tier5:RestoreObjectBulk in US East (N. Virginia),2025-05-01,0,Inf,API Requests,0.0000000000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-DAA-TIER5,Bulk INT Restore Requests,,,,,,USE1-Requests-INT-DAA-Tier5,RestoreObjectBulk,,,,us-east-1,Amazon Simple Storage Service,
STS46UZFUVHFTC8J,JRTCKXETXF,STS46UZFUVHFTC8J.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer In for Replication Time Control to Asia Pacific (Thailand),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,Asia Pacific (Thailand),AWS Region,APS9-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-southeast-7
SVMZSFE2MD3DWWJ9,JRTCKXETXF,SVMZSFE2MD3DWWJ9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Paris),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,EU (Paris),AWS Region,EUW3-USE1-S3RTC-In-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-west-3
T3MBYYZ45466CZGW,JRTCKXETXF,T3MBYYZ45466CZGW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Thailand) Data Transfer In for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Thailand),AWS Region,US East (N. Virginia),AWS Region,USE1-APS9-S3RTC-In-Bytes,,,ap-southeast-7,,,Amazon Simple Storage Service,us-east-1
T5CD4UDRVV44YE2T,JRTCKXETXF,T5CD4UDRVV44YE2T.JRTCKXETXF.PGHJ3S3EYE,OnDemand,$0.023 per GB - first 50 TB / month of storage used in Intelligent-Tiering,Frequent Access Tier,2025-05-01,0,51200,GB-Mo,0.0230000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,Intelligent-Tiering Frequent Access,,,,,,,,,,TimedStorage-INT-FA-ByteHrs,,N/A,,,us-east-1,Amazon Simple Storage Service,
T5CD4UDRVV44YE2T,JRTCKXETXF,T5CD4UDRVV44YE2T.JRTCKXETXF.D42MF2PVJS,OnDemand,$0.022 per GB - next 450 TB / month of storage used in Intelligent-Tiering,Frequent Access Tier,2025-05-01,51200,512000,GB-Mo,0.0220000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,Intelligent-Tiering Frequent Access,,,,,,,,,,TimedStorage-INT-FA-ByteHrs,,N/A,,,us-east-1,Amazon Simple Storage Service,
T5CD4UDRVV44YE2T,JRTCKXETXF,T5CD4UDRVV44YE2T.JRTCKXETXF.PXJDJ3YRG3,OnDemand,$0.021 per GB - over 500 TB / month of storage used in Intelligent-Tiering,Frequent Access Tier,2025-05-01,512000,Inf,GB-Mo,0.0210000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,Intelligent-Tiering Frequent Access,,,,,,,,,,TimedStorage-INT-FA-ByteHrs,,N/A,,,us-east-1,Amazon Simple Storage Service,
T5ENGD7WFPP5ZZWH,JRTCKXETXF,T5ENGD7WFPP5ZZWH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - Asia Pacific (Hong Kong) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,Asia Pacific (Hong Kong),AWS Region,US East (N. Virginia),AWS Region,APE1-USE1-S3RTC-Out-Bytes,,,ap-east-1,,,Amazon Simple Storage Service,us-east-1
T9AETT96P7QHQ78Y,JRTCKXETXF,T9AETT96P7QHQ78Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0006 per GB for Object Retrieval in Express One Zone,2025-05-01,0,Inf,GB,0.0006000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-XZ-Retrieval,Object Retrieval in Express One Zone,,,,,,Retrieval-XZ,,,,,us-east-1,Amazon Simple Storage Service,
T9R74X57JNC9BEGH,JRTCKXETXF,T9R74X57JNC9BEGH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0033 per GB - Asia Pacific (Seoul) InterRegion Inbound Base Data Transfer for MRAP to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0033000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,Asia Pacific (Seoul),AWS Region,US East (N. Virginia),AWS Region,USE1-APN2-MRAP-In-Bytes,MRAP-Dtransfer,,ap-northeast-2,,,Amazon Simple Storage Service,us-east-1
TCF2GW7GDN83BGSR,JRTCKXETXF,TCF2GW7GDN83BGSR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to US West (N. California),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,US West (N. California),AWS Region,USE1-USW1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,us-west-1
TG27GD246THSEVS6,JRTCKXETXF,TG27GD246THSEVS6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 UploadPart for Replication to Glacier,2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,UploadPart for Replication to Glacier,,,,,,Requests-GLACIER-Tier1,UploadPartForRepl,,,,us-east-1,Amazon Simple Storage Service,
TWDBT2FZCJUPCFSZ,JRTCKXETXF,TWDBT2FZCJUPCFSZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 GetAGDataAccess requests for S3 Access Grants,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-Tier8,Access Grants Requests-GetAGDataAccess,,,,,,Requests-Tier8,GetAGDataAccess,,,,us-east-1,Amazon Simple Storage Service,
TX67Z8658CN7SRNJ,JRTCKXETXF,TX67Z8658CN7SRNJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.005 per 1,000 InitiateMultipartUpload for Replication Time Control to Glacier,2025-05-01,0,Inf,Requests,0.0000050000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,InitiateMultipartUpload for Replication Time Control to Glacier,,,,,,Requests-GLACIER-Tier1,InitiateMultipartUploadReplTime,,,,us-east-1,Amazon Simple Storage Service,
TXNU6KVAHG6NXNRK,JRTCKXETXF,TXNU6KVAHG6NXNRK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00200 per GB - for bytes scanned by S3 Select in One Zone-Infrequent Access,2025-05-01,0,Inf,GB,0.0020000000,USD,API Request,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-ZIA-Select-Scanned,Data Scanned by S3 Select in One Zone-Infrequent Access,,,,,,Select-Scanned-ZIA-Bytes,,,,,us-east-1,Amazon Simple Storage Service,
TZVFDUAX7AYM487X,JRTCKXETXF,TZVFDUAX7AYM487X.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per 1,000 CopyObject requests to Glacier,2025-05-01,0,Inf,Requests,0.0000300000,USD,,AmazonS3,US East (N. Virginia),AWS Region,,,,,,S3-API-GLACIER-Tier1,COPY requests to Glacier,,,,,,Requests-GLACIER-Tier1,CopyObject,,,,us-east-1,Amazon Simple Storage Service,
UAYHSB76S6C77WCZ,JRTCKXETXF,UAYHSB76S6C77WCZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Ireland),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,EU (Ireland),AWS Region,USE1-EU-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,eu-west-1
UBKC5TRQPXGX3Z5Y,JRTCKXETXF,UBKC5TRQPXGX3Z5Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (Ohio) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (Ohio),AWS Region,US East (N. Virginia),AWS Region,USE2-USE1-S3RTC-Out-Bytes,,,us-east-2,,,Amazon Simple Storage Service,us-east-1
UDS7BPFBC39U3TCH,JRTCKXETXF,UDS7BPFBC39U3TCH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0036 per Gigabyte Month for TimedStorage-INT-AA-ByteHrs:IntelligentTieringAAStorage in US East (N. Virginia),2025-05-01,0,Inf,GB-Mo,0.0036000000,USD,Storage,AmazonS3,US East (N. Virginia),AWS Region,N/A,Intelligent-Tiering,IntelligentTieringArchiveAccess,,,,,,,,,,TimedStorage-INT-AA-ByteHrs,,N/A,,,us-east-1,Amazon Simple Storage Service,
UKQFSDXDZSTWTQG2,JRTCKXETXF,UKQFSDXDZSTWTQG2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - EU (Paris) Data Transfer for Replication Time Control to US East (N. Virginia),2025-05-01,0,Inf,GB,0.0000000000,USD,,AmazonS3,,,,,,,,,,InterRegion Inbound,EU (Paris),AWS Region,US East (N. Virginia),AWS Region,USE1-EUW3-S3RTC-In-Bytes,,,eu-west-3,,,Amazon Simple Storage Service,us-east-1
UKSK5PAGAMCDZGYZ,JRTCKXETXF,UKSK5PAGAMCDZGYZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB-Month of storage used for small objects,2025-05-01,0,Inf,GB-Mo,0.0100000000,USD,Fee,AmazonS3,US East (N. Virginia),AWS Region,,,,S3-Storage-ZIA-SmObject,Fee for storing small objects (<128KB) in ZIA Storage,,,,,,,,TimedStorage-ZIA-SmObjects,,,,,us-east-1,Amazon Simple Storage Service,
UMHS42HQRXCX35Z3,JRTCKXETXF,UMHS42HQRXCX35Z3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong),2025-05-01,0,Inf,GB,0.0150000000,USD,,AmazonS3,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Hong Kong),AWS Region,USE1-APE1-S3RTC-Out-Bytes,,,us-east-1,,,Amazon Simple Storage Service,ap-east-1
