SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,CallType,FromCountry,messagetype,NumberType,Region Code,serviceName,ToCountry
H5XT9C9QQ4DJ5R8Y,JRTCKXETXF,H5XT9C9QQ4DJ5R8Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Martinique in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.2091000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-MQ-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Martinique
H8TXHX4H4F7D2XUX,JRTCKXETXF,H8TXHX4H4F7D2XUX.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Uruguay in region USE1,2024-08-01,0,Inf,minutes,0.3402000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-UY-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Uruguay
H8XVT3B54VEBDQNU,JRTCKXETXF,H8XVT3B54VEBDQNU.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to El Salvador in region USE1,2024-08-01,0,Inf,minutes,0.4131000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-SV-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,El Salvador
H93Y24ZF3QNX59QA,JRTCKXETXF,H93Y24ZF3QNX59QA.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Spain,2024-08-01,0,Inf,sms-message,0.1500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-ES-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Spain
HCEEZNKGRFPQ6UR8,JRTCKXETXF,HCEEZNKGRFPQ6UR8.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Bangladesh,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-BD-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Bangladesh
HEPNW3ZRSE2D9BQY,JRTCKXETXF,HEPNW3ZRSE2D9BQY.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Fiji in region USE1,2024-08-01,0,Inf,minutes,0.5358000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-FJ-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Fiji
HJ2AMCGR8MZ4G2AC,JRTCKXETXF,HJ2AMCGR8MZ4G2AC.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial In Toll Free Minutes to Switzerland in USE1 region,2024-08-01,0,Inf,minutes,0.6024300000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-CH-tollfree-mins,,SMA Toll-Free,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Switzerland
HJF44BB38X2MGAZ8,JRTCKXETXF,HJF44BB38X2MGAZ8.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Lao PDR,2024-08-01,0,Inf,sms-message,0.1400000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-LA-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Lao PDR
HPP67BR3EEBX89R3,JRTCKXETXF,HPP67BR3EEBX89R3.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to El Salvador,2024-08-01,0,Inf,sms-message,0.0020000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-SV-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,El Salvador
HQ22HE6NG7N2RZVH,JRTCKXETXF,HQ22HE6NG7N2RZVH.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Uzbekistan in region USE1,2024-08-01,0,Inf,minutes,0.1911000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-UZ-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Uzbekistan
HQCACBBWQ36GKRAB,JRTCKXETXF,HQCACBBWQ36GKRAB.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Canada in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0054000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-CA-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Canada
HSDZGYK9JFVPSACH,JRTCKXETXF,HSDZGYK9JFVPSACH.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Austria in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0380000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-AT-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Austria
HUFEPXSY46WJ89GB,JRTCKXETXF,HUFEPXSY46WJ89GB.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to United States of America,2024-08-01,0,Inf,sms-message,0.0150000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-US-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,United States of America
HXZ3BD34B8QTMH5Y,JRTCKXETXF,HXZ3BD34B8QTMH5Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Andorra in region USE1,2024-08-01,0,Inf,minutes,0.3612000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-AD-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Andorra
J25N76YBTJJU2W64,JRTCKXETXF,J25N76YBTJJU2W64.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Japan in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0648000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-JP-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Japan
J2748UFSM8EV69DQ,JRTCKXETXF,J2748UFSM8EV69DQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Jordan,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-JO-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Jordan
J2RWWX79DZCBZVYE,JRTCKXETXF,J2RWWX79DZCBZVYE.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Lithuania,2024-08-01,0,Inf,sms-message,0.1500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-LT-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Lithuania
J3J5QMANH2VTY6RM,JRTCKXETXF,J3J5QMANH2VTY6RM.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Lithuania in region USE1,2024-08-01,0,Inf,minutes,0.1214800000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-LT-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Lithuania
J5P6N32KET8EMM5H,JRTCKXETXF,J5P6N32KET8EMM5H.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Peru in region USE1,2024-08-01,0,Inf,minutes,0.0645500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-PE-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Peru
J84TVCY4US897GQS,JRTCKXETXF,J84TVCY4US897GQS.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Nigeria,2024-08-01,0,Inf,sms-message,0.1500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-NG-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Nigeria
J8DG6AKRGSD476AN,JRTCKXETXF,J8DG6AKRGSD476AN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.15 per NumberMonths for SMA-DialIn-IE-tollfree-numberscharge in US East (N. Virginia),2024-08-01,0,Inf,NumberMonths,5.1500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-IE-tollfree-numberscharge,,,Ireland,,Toll Free,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,
JBKV4993W8FBUEYV,JRTCKXETXF,JBKV4993W8FBUEYV.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Canada in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0054000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-CA-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Canada
JBMM4SQ3D8RKUNT8,JRTCKXETXF,JBMM4SQ3D8RKUNT8.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Kenya,2024-08-01,0,Inf,sms-message,0.1400000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-KE-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Kenya
JCU7FUR92ZPMDHXV,JRTCKXETXF,JCU7FUR92ZPMDHXV.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Canada in region USE1,2024-08-01,0,Inf,minutes,0.0054000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-CA-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Canada
JDZN7N7PT2SK4G57,JRTCKXETXF,JDZN7N7PT2SK4G57.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Russian Federation,2024-08-01,0,Inf,sms-message,0.1500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-RU-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Russian Federation
JFRAVTNSFKP7MUNV,JRTCKXETXF,JFRAVTNSFKP7MUNV.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Nigeria in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.2623500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-NG-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Nigeria
JHHJU3EGK3UHH537,JRTCKXETXF,JHHJU3EGK3UHH537.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Luxembourg in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0674600000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-LU-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Luxembourg
JKBJADDFMXYB3SH6,JRTCKXETXF,JKBJADDFMXYB3SH6.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Japan in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0648000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-JP-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Japan
JKCPP7HGJ8HGN7R9,JRTCKXETXF,JKCPP7HGJ8HGN7R9.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to New Zealand in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0614100000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-NZ-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,New Zealand
JM27TDCG7S85DQVA,JRTCKXETXF,JM27TDCG7S85DQVA.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Israel in region USE1,2024-08-01,0,Inf,minutes,0.0386800000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-IL-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Israel
JNVBHNMAUH7HQFTT,JRTCKXETXF,JNVBHNMAUH7HQFTT.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Luxembourg in region USE1,2024-08-01,0,Inf,minutes,0.0674600000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-LU-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Luxembourg
JQ6V8S95K5P22DMM,JRTCKXETXF,JQ6V8S95K5P22DMM.JRTCKXETXF.6YS6EN2CT7,OnDemand,Session charge for Proxy Phone Number Sessions,2024-08-01,0,Inf,Sessions,0.0300000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-US-Proxy-Number-Sessions,,session,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,United States of America
JSD9Q72Q83UWMXRE,JRTCKXETXF,JSD9Q72Q83UWMXRE.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Kuwait in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.1987500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-KW-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Kuwait
JUGW9DTM6RG24M5Z,JRTCKXETXF,JUGW9DTM6RG24M5Z.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Guadeloupe in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.2053500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-GP-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Guadeloupe
JV7DNQPNDG6D3ECJ,JRTCKXETXF,JV7DNQPNDG6D3ECJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$19.50 per NumberMonths for SMA-DialIn-KR-tollfree-numberscharge in US East (N. Virginia),2024-08-01,0,Inf,NumberMonths,19.5000000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-KR-tollfree-numberscharge,,,South Korea,,Toll Free,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,
JWR2AGQQ5XMVTDG3,JRTCKXETXF,JWR2AGQQ5XMVTDG3.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Cyprus,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-CY-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Cyprus
JWS8JFSEAMD6Z8EV,JRTCKXETXF,JWS8JFSEAMD6Z8EV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.237602 per minutes for SMA-DialIn-FI-tollfree-mins in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.2376020000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-FI-tollfree-mins,,SMA Toll-Free,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Finland
JWV3EMBYR8DUGG68,JRTCKXETXF,JWV3EMBYR8DUGG68.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Saint Barthelemy in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.2091000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-BL-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Saint Barthelemy
JWYMUG82M76GW5VY,JRTCKXETXF,JWYMUG82M76GW5VY.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Finland in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0546800000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-FI-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Finland
JXUHPCJSUSG9KY4R,JRTCKXETXF,JXUHPCJSUSG9KY4R.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Greece in region USE1,2024-08-01,0,Inf,minutes,0.2566900000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-GR-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Greece
JYG7NKRNM9MYQGRA,JRTCKXETXF,JYG7NKRNM9MYQGRA.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Uzbekistan,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-UZ-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Uzbekistan
K3RXRWD9F7AMJUN7,JRTCKXETXF,K3RXRWD9F7AMJUN7.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Malta,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-MT-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Malta
K56NDCJE85XYVU29,JRTCKXETXF,K56NDCJE85XYVU29.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Andorra in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.3612000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-AD-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Andorra
K6XUAQXBXEPNRSJ8,JRTCKXETXF,K6XUAQXBXEPNRSJ8.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Argentina in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.4271100000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-AR-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Argentina
K7Z43RVB6YB8GGXV,JRTCKXETXF,K7Z43RVB6YB8GGXV.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to New Zealand,2024-08-01,0,Inf,sms-message,0.1500000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-NZ-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,New Zealand
K8M9F2GEX4X7PFP6,JRTCKXETXF,K8M9F2GEX4X7PFP6.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Gibraltar,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-GI-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Gibraltar
KBX9RYCE6FFCEP3Z,JRTCKXETXF,KBX9RYCE6FFCEP3Z.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Sri Lanka,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-LK-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Sri Lanka
KCFWBMGC4U2A9Z4Z,JRTCKXETXF,KCFWBMGC4U2A9Z4Z.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Nepal in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.3033000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-NP-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Nepal
KFHYMPHGBUY47E3P,JRTCKXETXF,KFHYMPHGBUY47E3P.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Taiwan,2024-08-01,0,Inf,sms-message,0.1400000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-TW-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Taiwan
KGM6SSZACXG9AZGV,JRTCKXETXF,KGM6SSZACXG9AZGV.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMA Dial Out minutes for calls made to Ethiopia in region USE1,2024-08-01,0,Inf,minutes,0.4789500000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialOut-ET-minutes,,SMA Outbound,Worldwide,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Ethiopia
KHPPJ7AKSHQTR3MW,JRTCKXETXF,KHPPJ7AKSHQTR3MW.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Bolivia,2024-08-01,0,Inf,sms-message,0.0020000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-BO-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Bolivia
KJCPKFJ8V5BQMJX3,JRTCKXETXF,KJCPKFJ8V5BQMJX3.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Germany in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0389200000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-DE-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Germany
KKG9EWT5BR4D9FKB,JRTCKXETXF,KKG9EWT5BR4D9FKB.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to Brazil in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0684100000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-BR-outbound-minutes,,,United States of America,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Brazil
KS9NSSA76UH2C6MW,JRTCKXETXF,KS9NSSA76UH2C6MW.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for toll calls received in the US in US East (N. Virginia),2024-08-01,0,Inf,inbound_minutes,0.0022160000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-inbound-minutes,,,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,United States of America
KSAH7W79FETK49EN,JRTCKXETXF,KSAH7W79FETK49EN.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Saint Barthelemy,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-BL-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Saint Barthelemy
KZ4XXHZF5S8AJQWR,JRTCKXETXF,KZ4XXHZF5S8AJQWR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$36.00 per NumberMonths for SMA-DialIn-NG-did-numberscharge in US East (N. Virginia),2024-08-01,0,Inf,NumberMonths,36.0000000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-SMA-DialIn-NG-did-numberscharge,,,Nigeria,,DDI,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,
KZSWYVF7F5P7YMBE,JRTCKXETXF,KZSWYVF7F5P7YMBE.JRTCKXETXF.6YS6EN2CT7,OnDemand,Per minute charge for calls made from United States of America to France in US East (N. Virginia),2024-08-01,0,Inf,minutes,0.0692000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-FR-outbound-minutes,,Standard,,,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,France
KZZUD7G8353U44G4,JRTCKXETXF,KZZUD7G8353U44G4.JRTCKXETXF.6YS6EN2CT7,OnDemand,SMS message sent from United States of America to Viet Nam,2024-08-01,0,Inf,sms-message,0.1200000000,USD,AmazonChimeVoiceConnector,AmazonChimeVoiceConnector,US East (N. Virginia),AWS Region,USE1-US-VN-sms-message-Sent,,,United States of America,outbound,,us-east-1,Amazon Chime Voice Connector a service sold by AMCS LLC,Viet Nam
