SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Tenancy,Operating System,License Model,usageType,operation,CapacityStatus,Dedicated EBS Throughput,ECU,Enhanced Networking Supported,GPU,GPU Memory,Intel AVX2 Available,Intel AVX Available,Intel Turbo Available,Normalization Size Factor,PlatoUsageType,Pre Installed S/W,Processor Features,Region Code,serviceName
MWW62ZXJZAAJDVEG,JRTCKXETXF,MWW62ZXJZAAJDVEG.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.xlarge Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.xlarge,Yes,Memory optimized,4,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5.xlarge,RunInstances:0200,Used-Outpost-r5.xlarge-Linux with SQL Web,Up to 4750 Mbps,19,Yes,,NA,Yes,Yes,Yes,8,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
MXBMPS4CG7XJED5J,JRTCKXETXF,MXBMPS4CG7XJED5J.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.2xlarge Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1350000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.2xlarge,Yes,General purpose,8,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5d.2xlarge,RunInstances:0200,Used-Outpost-m5d.2xlarge-Linux with SQL Web,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
MXP7Y5M2RE9DDWGU,JRTCKXETXF,MXP7Y5M2RE9DDWGU.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.xlarge Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.xlarge,Yes,General purpose,4,Intel Xeon Platinum 8175,3.1 GHz,16 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5.xlarge,RunInstances:0200,Used-Outpost-m5.xlarge-Linux with SQL Web,Up to 2120 Mbps,16,Yes,,NA,Yes,Yes,Yes,8,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
MXZP9XJ7JXP6A66C,JRTCKXETXF,MXZP9XJ7JXP6A66C.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.8xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,1.4720000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.8xlarge,Yes,Memory optimized,32,Intel Xeon Platinum 8175,3.1 GHz,256 GiB,2 x 600 NVMe SSD,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5d.8xlarge,RunInstances:0002,Used-Outpost-r5d.8xlarge-Windows,5000 Mbps,128,Yes,,NA,Yes,Yes,Yes,64,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
MYG6GRY8AXSBJM5B,JRTCKXETXF,MYG6GRY8AXSBJM5B.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.large RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0600000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.large,Yes,Memory optimized,2,Intel Xeon Platinum 8175,3.1 GHz,16 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:r5d.large,RunInstances:0010,Used-Outpost-r5d.large-RHEL,Up to 2120 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
MZC4Q4ZAUTNHWVBH,JRTCKXETXF,MZC4Q4ZAUTNHWVBH.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.2xlarge Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.2xlarge,Yes,Memory optimized,8,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5d.2xlarge,RunInstances,Used-Outpost-r5d.2xlarge-Linux,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
N2DHACRWDAJUGMVT,JRTCKXETXF,N2DHACRWDAJUGMVT.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.2xlarge Linux with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,3.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.2xlarge,Yes,Compute optimized,8,Intel Xeon Platinum 8124M,3.4 GHz,16 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5.2xlarge,RunInstances:0100,Used-Outpost-c5.2xlarge-Linux with SQL Server Enterprise,Up to 2250 Mbps,39,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
N3N5GBG7BB2GPSBX,JRTCKXETXF,N3N5GBG7BB2GPSBX.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.4xlarge SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.4xlarge,Yes,General purpose,16,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:m5.4xlarge,RunInstances:000g,Used-Outpost-m5.4xlarge-SUSE,2120 Mbps,70,Yes,,NA,Yes,Yes,Yes,32,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
N3QQMMEZRQZ9HVWS,JRTCKXETXF,N3QQMMEZRQZ9HVWS.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.12xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,7.9680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,2 x 900 NVMe SSD,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5d.12xlarge,RunInstances:0006,Used-Outpost-r5d.12xlarge-Windows with SQL Std,6000 Mbps,168,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
N5WQ8XGQNRJQ6JDR,JRTCKXETXF,N5WQ8XGQNRJQ6JDR.JRTCKXETXF.6YS6EN2CT7,OnDemand,g4dn.12xlarge Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,20.2080000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,g4dn.12xlarge,Yes,GPU instance,48,Intel Xeon Family,2.5 GHz,192 GiB,900 GB NVMe SSD,50 Gigabit,64-bit,Host,Windows,License Included,BoxUsage:g4dn.12xlarge,RunInstances:0102,Used-Outpost-g4dn.12xlarge-Windows_SQL_Std,7000 Mbps,NA,Yes,4,64 GB,Yes,Yes,Yes,7.437262357,BoxUsage,SQL Server Enterprise,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
N9C8VTJDU4373383,JRTCKXETXF,N9C8VTJDU4373383.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.metal-2tb Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,4.4160000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.metal-2tb,Yes,Storage optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,32 x 2000 NVMe SSD,100 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:i3en.metal-2tb,RunInstances:0002,Used-Outpost-i3en.metal-2tb-Windows,19000 Mbps,NA,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NAF35WQCRPU8PNRU,JRTCKXETXF,NAF35WQCRPU8PNRU.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.large Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1600000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.large,Yes,Compute optimized,2,Intel Xeon Platinum 8124M,3.4 GHz,4 GiB,1 x 50 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:c5d.large,RunInstances:0202,Used-Outpost-c5d.large-Windows with SQL Web,Up to 2250 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NC9FBGKKQHPYF9DR,JRTCKXETXF,NC9FBGKKQHPYF9DR.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.16xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,10.6240000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8175,3.1 GHz,512 GiB,EBS only,20 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5.16xlarge,RunInstances:0006,Used-Outpost-r5.16xlarge-Windows with SQL Std,13600 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NCRCXZAR2GU5W6XF,JRTCKXETXF,NCRCXZAR2GU5W6XF.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.24xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,4.4160000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.24xlarge,Yes,General purpose,96,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,EBS only,25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5.24xlarge,RunInstances:0002,Used-Outpost-m5.24xlarge-Windows,12000 Mbps,337,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NEFED423YV6399JK,JRTCKXETXF,NEFED423YV6399JK.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.24xlarge Linux with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,11.5200000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.24xlarge,Yes,Memory optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,4 x 900 NVMe SSD,25 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5d.24xlarge,RunInstances:0004,Used-Outpost-r5d.24xlarge-Linux with SQL Std,12000 Mbps,337,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NENSJ69GKQ5TYKQF,JRTCKXETXF,NENSJ69GKQ5TYKQF.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.2xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.3680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.2xlarge,Yes,General purpose,8,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5.2xlarge,RunInstances:0002,Used-Outpost-m5.2xlarge-Windows,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NFEAEJBHBMN7NWR9,JRTCKXETXF,NFEAEJBHBMN7NWR9.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.6xlarge SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1500000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.6xlarge,Yes,Storage optimized,24,Intel Xeon Platinum 8175,3.1 GHz,192 GiB,2 x 7500 NVMe SSD,25 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:i3en.6xlarge,RunInstances:000g,Used-Outpost-i3en.6xlarge-SUSE,3500 Mbps,NA,Yes,,NA,Yes,Yes,Yes,48,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NGJ454Z56STFKEU5,JRTCKXETXF,NGJ454Z56STFKEU5.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.2520000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.xlarge,Yes,Storage optimized,4,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,1 x 2500 NVMe SSD,Up to 25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:i3en.xlarge,RunInstances:0202,Used-Outpost-i3en.xlarge-Windows with SQL Web,Up to 3500 Mbps,NA,Yes,,NA,Yes,Yes,Yes,8,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NHQ2RVUZZBGF6BQX,JRTCKXETXF,NHQ2RVUZZBGF6BQX.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.24xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,15.9360000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.24xlarge,Yes,Storage optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:i3en.24xlarge,RunInstances:0006,Used-Outpost-i3en.24xlarge-Windows with SQL Std,14000 Mbps,337,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NJGMM3N8AJYXHH8Y,JRTCKXETXF,NJGMM3N8AJYXHH8Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.16xlarge Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,1.0820000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8175,3.1 GHz,512 GiB,EBS only,20 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5.16xlarge,RunInstances:0200,Used-Outpost-r5.16xlarge-Linux with SQL Web,13600 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NJPNQGMNWMADB7GR,JRTCKXETXF,NJPNQGMNWMADB7GR.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.2xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,1.3280000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.2xlarge,Yes,General purpose,8,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.2xlarge,RunInstances:0006,Used-Outpost-m5d.2xlarge-Windows with SQL Std,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NM2VUMGR3K7BV2XY,JRTCKXETXF,NM2VUMGR3K7BV2XY.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.xlarge Linux with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.4800000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.xlarge,Yes,Compute optimized,4,Intel Xeon Platinum 8124M,3.4 GHz,8 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5.xlarge,RunInstances:0004,Used-Outpost-c5.xlarge-Linux with SQL Std,Up to 2250 Mbps,20,Yes,,NA,Yes,Yes,Yes,8,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NMM6HJZCKVJAH4A9,JRTCKXETXF,NMM6HJZCKVJAH4A9.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.8xlarge Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.5410000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.8xlarge,Yes,General purpose,32,Intel Xeon Platinum 8175,3.1 GHz,128 GiB,2 x 600 NVMe SSD,10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5d.8xlarge,RunInstances:0200,Used-Outpost-m5d.8xlarge-Linux with SQL Web,5000 Mbps,128,Yes,,NA,Yes,Yes,Yes,64,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NMVH73WX7NCEU75Y,JRTCKXETXF,NMVH73WX7NCEU75Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.18xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,11.9520000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.4 GHz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:c5d.18xlarge,RunInstances:0006,Used-Outpost-c5d.18xlarge-Windows with SQL Std,9000 Mbps,281,Yes,,NA,Yes,Yes,Yes,144,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NQSA5Q35UGNDYHVD,JRTCKXETXF,NQSA5Q35UGNDYHVD.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.large Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.large,Yes,General purpose,2,Intel Xeon Platinum 8175,3.1 GHz,8 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5d.large,RunInstances,Used-Outpost-m5d.large-Linux,Up to 2120 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NR5DHKS46S4888KW,JRTCKXETXF,NR5DHKS46S4888KW.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.2xlarge RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.2xlarge,Yes,Storage optimized,8,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,2 x 2500 NVMe SSD,Up to 25 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:i3en.2xlarge,RunInstances:0010,Used-Outpost-i3en.2xlarge-RHEL,Up to 3500 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NRP35KEGEPDTK9CY,JRTCKXETXF,NRP35KEGEPDTK9CY.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.2xlarge Linux with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,3.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.2xlarge,Yes,Memory optimized,8,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5.2xlarge,RunInstances:0100,Used-Outpost-r5.2xlarge-Linux with SQL Server Enterprise,Up to 4750 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NSAWM8ETY343CD9P,JRTCKXETXF,NSAWM8ETY343CD9P.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.18xlarge Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.4 GHz,144 GiB,2 x 900 NVMe SSD,25 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5d.18xlarge,RunInstances,Used-Outpost-c5d.18xlarge-Linux,9000 Mbps,281,Yes,,NA,Yes,Yes,Yes,144,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NSF3N4JDH3Z4GUGR,JRTCKXETXF,NSF3N4JDH3Z4GUGR.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.16xlarge RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8175,3.1 GHz,512 GiB,4 x 600 NVMe SSD,20 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:r5d.16xlarge,RunInstances:0010,Used-Outpost-r5d.16xlarge-RHEL,10000 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NTYJXSXP9WTRYKG3,JRTCKXETXF,NTYJXSXP9WTRYKG3.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.large Linux with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.4800000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.large,Yes,Memory optimized,2,Intel Xeon Platinum 8175,3.1 GHz,16 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5d.large,RunInstances:0004,Used-Outpost-r5d.large-Linux with SQL Std,Up to 2120 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NUCYNGQYP38QB37T,JRTCKXETXF,NUCYNGQYP38QB37T.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.24xlarge Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,40.4160000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.24xlarge,Yes,Storage optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:i3en.24xlarge,RunInstances:0102,Used-Outpost-i3en.24xlarge-Windows with SQL Server Enterprise,14000 Mbps,337,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NUG9NM9P94PMZ76A,JRTCKXETXF,NUG9NM9P94PMZ76A.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.9xlarge Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.9xlarge,Yes,Compute optimized,36,Intel Xeon Platinum 8124M,3.4 GHz,72 GiB,EBS only,10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5.9xlarge,RunInstances,Used-Outpost-c5.9xlarge-Linux,4500 Mbps,139,Yes,,NA,Yes,Yes,Yes,72,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NVEWPRCWAYHYCEA9,JRTCKXETXF,NVEWPRCWAYHYCEA9.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.metal-2tb Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,1.6220000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.metal-2tb,Yes,Storage optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,32 x 2000 NVMe SSD,100 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:i3en.metal-2tb,RunInstances:0200,Used-Outpost-i3en.metal-2tb-Linux with SQL Web,19000 Mbps,NA,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
NYW3TSFN8T685KRH,JRTCKXETXF,NYW3TSFN8T685KRH.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.18xlarge RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.18xlarge,Yes,Compute optimized,72,Intel Xeon Platinum 8124M,3.4 GHz,144 GiB,EBS only,25 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:c5.18xlarge,RunInstances:0010,Used-Outpost-c5.18xlarge-RHEL,9000 Mbps,281,Yes,,NA,Yes,Yes,Yes,144,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
